ImageNumber,resource,OrderNumber,Title,VUtemp_ImageTitle,VUtemp_keywords,TitleLargerEntity,LocationCountry,Description,Culture,StylePeriod,DateCreation,CreatorArtist,Technique,Material,MeasurementDimension,LocationCurrentSite,Notes,DateCreated,DateUpdated,StaffNotes,DateDigitized,SourcePage,Fig. No,SourceTitle,SourceAuthor,CopyrightStatement,SourceCallNo,SourceISBN,SourcePubYear,SourcePubCity,SourcePublisher,PubVolume,PubIssue,MDID_Source,LocationCreationSite,MDID_Location,MDID_title,
59179,59179,2010,François Vase,"Detail from frieze of belly of vase, side B, Return of Hephaestus to Olympus: Ares",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 103,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from frieze of belly of vase, side B, Return of Hephaestus to Olympus: Ares",
59180,59180,2010,François Vase,"Detail from frieze of belly of vase, side B, Return of Hephaestus to Olympus: Athena, Hera, and Zeus",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 104,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from frieze of belly of vase, side B, Return of Hephaestus to Olympus: Athena, Hera, and Zeus",
59181,59181,2010,François Vase,"Detail from frieze of belly of vase, side B, Return of Hephaestus to Olympus: Aphrodite and Dionysos",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 104,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from frieze of belly of vase, side B, Return of Hephaestus to Olympus: Aphrodite and Dionysos",
59182,59182,2010,François Vase,"Detail from frieze of belly of vase, side B, Return of Hephaestus to Olympus: Hephaestus and Silenus",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,P. 105,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from frieze of belly of vase, side B, Return of Hephaestus to Olympus: Hephaestus and Silenus",
59183,59183,2010,François Vase,"Detail from frieze of belly of vase, side A, Ambush of Troilus: The fountain, Apollo, and a Trojan",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 106,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from frieze of belly of vase, side A, Ambush of Troilus: The fountain, Apollo, and a Trojan",
59184,59184,2010,François Vase,"Detail from frieze of belly of vase, side A, Ambush of Troilus: Rodia and the divine protection of Achilles, Thetis, Hermes and Athena",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 107,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from frieze of belly of vase, side A, Ambush of Troilus: Rodia and the divine protection of Achilles, Thetis, Hermes and Athena",
59185,59185,2010,François Vase,"Detail from frieze of belly of vase, side A, Ambush of Troilus: Achilles pursues Troilus on horseback",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 108,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from frieze of belly of vase, side A, Ambush of Troilus: Achilles pursues Troilus on horseback",
59186,59186,2010,François Vase,"Detail from frieze of belly of vase, side A, Ambush of Troilus: Polissena and Antenor advance toward Priam outside the walls of Troy",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 108,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from frieze of belly of vase, side A, Ambush of Troilus: Polissena and Antenor advance toward Priam outside the walls of Troy",
59187,59187,2010,François Vase,"Detail from frieze of belly of vase, side A, Ambush of Troilus: Ettore and Polite (inside the gate)",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 109,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from frieze of belly of vase, side A, Ambush of Troilus: Ettore and Polite (inside the gate)",
59188,59188,2010,François Vase,"Detail from the foot of vase, Geranomachia (Pygmies battling with cranes)",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 110,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from the foot of vase, Geranomachia (Pygmies battling with cranes)",
59189,59189,2010,François Vase,"Detail from the foot of vase, Geranomachia (Pygmies battling with cranes)",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 110,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from the foot of vase, Geranomachia (Pygmies battling with cranes)",
59190,59190,2010,François Vase,"Detail from the handle of vase, exterior: Artemis (Potnia, or Lady of the Animals) holding panther and deer",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 111,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from the handle of vase, exterior: Artemis (Potnia, or Lady of the Animals) holding panther and deer",
59191,59191,2010,François Vase,"Detail from the handle of vase, exterior: Ajax carrying the dead Achilles from the battlefield",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,h. approx. 660.4 mm; diam. 70 cm,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 112,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from the handle of vase, exterior: Ajax carrying the dead Achilles from the battlefield",
59192,59192,2010,François Vase,"Detail from the handle of vase, interior: Gorgon",,,Greece,,Greek,Archaic (Greek),ca. 570 BCE,Kleitias (painter; Ergotimos (potter),vase painting,terracotta,,"Museo Archeologico, Florence","Attic black-figure volute krater, found in Etruscan tomb at Chiusi, Italy",40339,40339,,,p. 113,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Archeologico, Florence;  Creation: Athens, Greece","François Vase; Detail from the handle of vase, interior: Gorgon",
59193,59193,2010,Chigi Olpe,"Profile view, with upper frieze of hoplites marching into battle; central and lower friezes of lion hunt",,,Greece,,Greek,Orientalizing,640-630 BCE,Chigi Painter (active ca. 675-640 BCE) ,vase painting,terracotta,h. 26 cm,"Museo Nazionale Etrusco di Villa Giulia, Rome",Protocorinthian olpe found near Veii,40339,40339,,,p. 114,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Nazionale Etrusco di Villa Giulia, Rome;  Creation: Athens, Greece","Chigi Olpe; Profile view, with upper frieze of hoplites marching into battle; central and lower friezes of lion hunt",
59194,59194,2010,Chigi Olpe,"Frontal view, with upper frieze of hoplites marching into battle; central and lower friezes of lion hunt",,,Greece,,Greek,Orientalizing,640-630 BCE,Chigi Painter (active ca. 675-640 BCE)  ,vase painting,terracotta,h. 26 cm,"Museo Nazionale Etrusco di Villa Giulia, Rome",Protocorinthian olpe found near Veii,40339,40339,,,p. 115,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Nazionale Etrusco di Villa Giulia, Rome;  Creation: Athens, Greece","Chigi Olpe; Frontal view, with upper frieze of hoplites marching into battle; central and lower friezes of lion hunt",
59195,59195,2010,Chigi Olpe,"Profile view, with upper frieze of hoplites marching into battle; central and lower friezes of lion hunt",,,Greece,,Greek,Orientalizing,640-630 BCE,Chigi Painter (active ca. 675-640 BCE) ,vase painting,terracotta,h. 26 cm,"Museo Nazionale Etrusco di Villa Giulia, Rome",Protocorinthian olpe found near Veii,40339,40339,,,p. 115,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Nazionale Etrusco di Villa Giulia, Rome;  Creation: Athens, Greece","Chigi Olpe; Profile view, with upper frieze of hoplites marching into battle; central and lower friezes of lion hunt",
59196,59196,2010,Chigi Olpe,"View toward handle, with upper frieze of hoplites marching into battle; central and lower friezes of lion hunt",,,Greece,,Greek,Orientalizing,640-630 BCE,Chigi Painter (active ca. 675-640 BCE) ,vase painting,terracotta,h. 26 cm,"Museo Nazionale Etrusco di Villa Giulia, Rome",Protocorinthian olpe found near Veii,40339,40339,,,p. 116,,Le strategie di Kleitias: Composizione e programma figurative del vaso François,"Torelli, Mario",© 2007 Mondadori Electa S.p.A.,NK4645.T668 2007,978-88-370-5423-6,2007,"Milano, Italy",Mondadori Electa S.p.A.,,,"Torelli, Mario; Le strategie di Kleitias: Composizione e programma figurative del vaso François; Mondadori Electa S.p.A.; Milano, Italy; 2007","Athens, Greece","Current: Museo Nazionale Etrusco di Villa Giulia, Rome;  Creation: Athens, Greece","Chigi Olpe; View toward handle, with upper frieze of hoplites marching into battle; central and lower friezes of lion hunt",
